Title,Category,Questions Average BLEU,Options Average BLEU
"What we can learn from galaxies far, far away - Henry Lin",Earth and Space Science,0.735224432,0.23803307
What gives a dollar bill its value? - Doug Levinson,Civics,0.800574001,0.330947961
How architecture helped music evolve - David Byrne,Performing Arts,0,0
The business logic of sustainability - Ray Anderson,Business & Economics,0,0
"Are Elvish, Klingon, Dothraki and Na'vi real languages?",Linguistics,0.742828909,0.738095315
Sulfur - Periodic Table of Videos,Physical Science,0.706377631,0.517096829
Mysteries of vernacular: Bewilder - Jessica Oreck and Rachael Teel,Linguistics,0.659233057,0.319674229
If superpowers were real: Super strength - Joy Lin,Life Sciences,0.708241567,0.349463346
Mendelevium - Periodic Table of Videos,Physical Science,0.706793417,0.277219449
How do vitamins work? - Ginnie Trinh Nguyen,Health,0.776489631,0.418103102
The quest to understand consciousness - Antonio Damasio,Life Sciences,0,0
Animation basics: The art of timing and spacing - TED-Ed,The Arts,0.666730348,0.366796229
Darmstadtium - Periodic Table of Videos,Physical Science,0.732363775,0.602113341
Mysteries of vernacular: Robot - Jessica Oreck and Rachael Teel,Literature & Language,0.694789901,0.442285629
The physics of playing guitar - Oscar Fernando Perez,The Arts,0.743424747,0.459326165
Lithium - Periodic Table of Videos,Physical Science,0.775656044,0.493567718
I'm Batman - Amy Wray,Life Sciences,0.768472891,0.47057488
The Road Less Traveled By,Literature & Language,0.686590099,0.388545622
Magnesium - Periodic Table of Videos,Physical Science,0.745057846,0.296895907
Rhodium - Periodic Table of Videos,Physical Science,0.731288234,0.477645891
Your genes are not your fate - Dean Ornish,Life Sciences,0.724262968,0.578905028
How to grow a bone - Nina Tandon,Science & Technology,0.716698054,0.390789493
Why do we cry? The three types of tears - Alex Gendler,Life Sciences,0.745672985,0.363631702
Fermium - Periodic Table of Videos,Physical Science,0.730154746,0.496907783
How to unboil an egg - Eleanor Nelsen,Science & Technology,0.696332623,0.353111801
Einsteinium - Periodic Table of Videos,Physical Science,0.708570889,0.529626776
How to fossilize...yourself - Phoebe A. Cohen,Science & Technology,0.726468681,0.511600094
The terrors of sleep paralysis - Ami Angelowicz,Medical Conditions,0.748903734,0.282860981
What happens when you remove the hippocampus? - Sam Kean,"Consciousness, Sensation and Perception",0.784337804,0.447010069
"Less stuff, more happiness - Graham Hill","Design, Engineering & Technology",0.729593281,0.332592633
Atoms from A to easy!,Physical Science,0.72062783,0.302831544
"Looks aren't everything. Believe me, I'm a model - Cameron Russell","Consciousness, Sensation and Perception",0,0
"The walk from ""no"" to ""yes"" - William Ury",Business & Economics,0,0
If superpowers were real: Body mass - Joy Lin,Life Sciences,0.83129619,0.583046687
Neon - Periodic Table of Videos,Physical Science,0.711863088,0.408281415
A brief history of melancholy - Courtney Stephens,Medical Conditions,0.707391142,0.4651501
How fast are you moving right now? - Tucker Hiatt,Earth and Space Science,0.747438753,0.402580485
Sodium - Periodic Table of Videos,Physical Science,0.778018987,0.541978912
Roentgenium - Periodic Table of Videos,Physical Science,0.716107581,1
"The ""bottom billion"" - Paul Collier",Civics,0,0
Technetium - Periodic Table of Videos,Physical Science,0.752506097,0.559686952
"Vampires: Folklore, fantasy and fact - Michael Molina",Anthropology,0.733669842,0.556055924
Fellows in the field: Skylar Tibbits,"Design, Engineering & Technology",0.815578953,0.536975888
At what moment are you dead? - Randall Hayes,Health,0.708319912,0.226907772
Dark matter: The matter we can't see - James Gillies,Earth and Space Science,0.763166067,0.568271012
How X-rays see through your skin - Ge Wang,"Design, Engineering & Technology",0.756385166,0.407261501
The fundamentals of space-time: Part 2 - Andrew Pontzen and Tom Whyntie,Earth and Space Science,0.678747068,0.130524212
Soccer: the world's favorite game,Social Studies,0,0
What is the universe made of? - Dennis Wildfogel,Earth and Space Science,0.754850239,0.58259007
What's below the tip of the iceberg? - Camille Seaman,Environmental Science,0.74642242,0.456173022
Lutetium - Periodic Table of Videos,Physical Science,0.757197118,0.504888647
Feedback loops: How nature gets its rhythms - Anje-Margriet Neutel,Environmental Science,0.71028144,0.539236328
Copernicium - Periodic Table of Videos,Physical Science,0.758670702,0.936787944
A future beyond traffic gridlock - Bill Ford,Engineering,0,0
"Actually, the world isn't flat - Pankaj Ghemawat",Global Economics,0,0
Hydrogen - Periodic Table of Videos,Physical Science,0.767411181,0.184197228
Protecting the brain against concussion - Kim Gorgens,Health,0.676174052,0.304116291
Zirconium - Periodic Table of Videos,Physical Science,0.703597407,0.601490064
Is telekinesis real? - Emma Bryce,Psychology,0.738334333,0.489619931
Birth of a nickname - John McWhorter,Linguistics,0.708542033,0.420606619
Why do we see illusions? - Mark Changizi,Life Sciences,0.716869464,0
Aluminium - Periodic Table of Videos,Physical Science,0,0
How big is the ocean? - Scott Gass,Earth and Space Science,0.729641118,0.241968365
Hafnium - Periodic Table of Videos,Physical Science,0.706493131,1
How to create cleaner coal - Emma Bryce,Earth and Space Science,0.694065512,0.504185382
The sound the universe makes - Janna Levin,Earth and Space Science,0,0
How we conquered the deadly smallpox virus - Simona Zompi,Public Health,0.711472436,0.774792589
Misconceptions about falling objects,Science & Technology,0.738900265,0.297842598
Mysteries of vernacular: Inaugurate - Jessica Oreck,Linguistics,0.749745989,0.375564611
The Greek Crisis Explained in Under 3 Minutes,Media and Journalism,0.690603732,1
Livermorium - Periodic Table of Videos,Physical Science,0.758432915,0.513966453
What happened to antimatter? - Rolf Landua,Physical Science,0.717457608,0.644876849
The danger of science denial - Michael Specter,Public Health,0,0
Boron - Periodic Table of Videos,Physical Science,0.72855907,0.305201198
How to make a mummy - Len Bloch,Science & Technology,0.736612576,0.348900785
Why do honeybees love hexagons? - Zack Patterson and Andy Peterson,Mathematics,0.737726192,0.435458121
The case of the missing fractals - Alex Rosenthal and George Zaidan,Mathematics,0.683742443,0.6258258
"A rare, spectacular total eclipse of the sun - Andy Cohen",Earth and Space Science,0.802242276,0.467546728
What can Schr??dinger's cat teach us about quantum mechanics? - Josh Samani,Physical Science,0.687692564,0.549592777
Labor Day: Is it really a necessary holiday?,Social Studies,0.745595245,0.311063228
Molybdenum - Periodic Table of Videos,Physical Science,0.754996197,0.58534262
Indus Valley Civilization,Social Studies,0,0
The physics of human sperm vs. the physics of the sperm whale,Life Sciences,0.750775835,0.222305164
"If matter falls down, does antimatter fall up? - Chlo?? Malbrunot",Science & Technology,0.672896361,0.306863794
Biodiesel: The afterlife of oil - Natascia Radice,Science & Technology,0.7745278,0.335133303
Cola fountains: a nucleation spectacular,Science & Technology,0.722226089,0.321445321
Medicine's future? There's an app for that - Daniel Kraft,Medical Conditions,0,0
Nature's smallest factory: The Calvin cycle - Cathy Symington,Life Sciences,0.732435038,0.488003848
"The 2,400-year search for the atom - Theresa Doud",Engineering,0.74314531,0.327472421
Social animal - David Brooks,Motivation and Emotion,0,0
Beryllium - Periodic Table of Videos,Physical Science,0.794083604,0.394736988
Big Data - Tim Smith,Media and Journalism,0.724547911,0.300933481
Should I stay or should I switch doors?,Data Analysis & Probability,0.686863559,0.938486362
The strengths and weaknesses of acids and bases - George Zaidan and Charles Morton,Physical Science,0.782583827,0.312847947
What cameras see that our eyes don't - Bill Shribman,Visual Arts,0.719416658,0.49342002
Making a TED-Ed Lesson: Two ways to animate slam poetry,Visual Arts,0.695074757,0.34739082
Curium - Periodic Table of Videos,Physical Science,0.764198694,0.897575518
How do we smell? - Rose Eveleth,Life Sciences,0.743771206,0.719773172
Who am I? A philosophical inquiry - Amy Adkins,Literature & Language,0.699795136,0.397375764
Can we domesticate germs? - Paul Ewald,Public Health,0,0
Rubidium ?€? Periodic Table of Videos,Physical Science,0.841072458,0.570456586
What adults can learn from kids - Adora Svitak,Cognition and Learning,0.702021462,0.305732244
Eli the eel: A mysterious migration - James Prosek,Life Sciences,0.743799028,0.401396205
Holmium - Periodic Table of Videos,Physical Science,0.762414892,0.32064674
Not all scientific studies are created equal - David H. Schwartz,Thinking & Learning,0.712060131,0.516733617
Who won the space race? - Jeff Steers,Earth and Space Science,0.755361023,0.399326721
The colossal consequences of supervolcanoes - Alex Gendler,Earth and Space Science,0.778725947,0.241483363
How many ways can you arrange a deck of cards? - Yannay Khaikin,Mathematics,0.71196638,1
Mysteries of vernacular: Fizzle - Jessica Oreck and Rachael Teel,Linguistics,0.742378105,0.448007136
What is fat? - George Zaidan,Life Sciences,0.722400987,0.385900243
Behind the Great Firewall of China - Michael Anti,Technology,0,0
Who speaks Wukchumni? A vanishing Native American language,Literature & Language,0.746524076,1
Californium - Periodic Table of Videos,Physical Science,0.753361947,0.363792343
Oxygen - Periodic Table of Videos,Physical Science,0.759729493,0.134084683
Ytterbium - Periodic Table of Videos,Physical Science,0.76928476,0.290335155
Bromine - Periodic Table of Videos,Physical Science,0.759822931,0.367561337
Making sense of a visible quantum object - Aaron O'Connell,Physical Science,0.664378763,0.401507393
Let's use video to reinvent education - Salman Khan,Algebra,0,0
"The past, present and future of the bubonic plague - Sharon N. DeWitte",Health,0.751084134,0.540153248
How did feathers evolve? - Carl Zimmer,Life Sciences,0.7132734,0.396484436
Questioning the universe - Stephen Hawking,Earth and Space Science,0.779007758,0.437022563
Is time travel possible? - Colin Stuart,Physical Science,0.701663318,1
Can you solve the famously difficult green-eyed logic puzzle? - Alex Gendler,Philosophy & Religion,0.691786153,0.213448777
"The beginning of the universe, for beginners - Tom Whyntie",Earth and Space Science,0.787035838,0.115294489
What we know (and don't know) about Ebola - Alex Gendler,Health,0.690614658,0.645282719
Visualizing the world's Twitter data - Jer Thorp,Technology,0.695131007,0.502557526
"Doodlers, unite! - Sunni Brown",Psychology,0.718747184,0.619267112
The history of our world in 18 minutes - David Christian,Earth and Space Science,0,0
How does a jellyfish sting? - Neosha S Kashef,Science & Technology,0.730555321,0.595255443
Mysteries of vernacular: Gorgeous - Jessica Oreck and Rachael Teel,Linguistics,0.699682367,0.519367516
"Penguins: Popularity, peril and poop - Dyan deNapoli",Life Sciences,0.756237973,0.689300055
Plutonium - Periodic Table of Videos,Physical Science,0.755181183,0.484167828
"RNAi: Slicing, dicing and serving your cells - Alex Dainis",Life Sciences,0.765267537,0.723172866
Selenium - Periodic Table of Videos,Physical Science,0.751489433,0.586537865
Osmium - Periodic Table of Videos,Physical Science,0.797816139,0.334014767
Pixar: The math behind the movies - Tony DeRose,Visual Arts,0.696590249,0.61574086
Titanium - Periodic Table of Videos,Physical Science,0.752758564,0.562503031
How Benjamin Button got his face - Ed Ulbrich,"Design, Engineering & Technology",0,0
Mysteries of vernacular: Tuxedo - Jessica Oreck,Linguistics,0.723918045,0.683929985
Cloudy climate change: How clouds affect Earth's temperature - Jasper Kirkby,Science & Technology,0.779887082,0.294393342
Unintended consequences - Edward Tenner,Social Studies,0,0
How one teenager unearthed baseball's untold history - Cam Perron,History,0.679755791,0.244043918
Self-assembly: The power of organizing the unorganized - Skylar Tibbits,Engineering,0.75777039,0.375582819
Rethinking ballet,The Arts,0.736551736,0.499396047
Why do fingers become pruney? - Mark Changizi,Life Sciences,0.727569356,0.300391802
Exploring other dimensions - Alex Rosenthal and George Zaidan,Geometry,0.747072641,0.431030357
Neptunium - Periodic Table of Videos,Physical Science,0.762044132,0.501383007
Printing a human kidney - Anthony Atala,Public Health,0,0
Actinium - Periodic Table of Videos,Physical Science,0.72450088,0.761765423
"Bird migration, a perilous journey - Alyssa Klavans",Life Sciences,0.671718535,0.93244122
"Football physics: The ""impossible"" free kick - Erez Garty",Mathematics,0.662685563,0.523034858
The hidden worlds within natural history museums - Joshua Drew,Anthropology,0.671097623,0.557145786
"Equality, sports, and Title IX - Erin Buzuvis and Kristine Newhall",Civics,0.758193925,0.226616812
Gridiron physics: Scalars and vectors - Michelle Buchanan,Algebra,0.786019682,0.27696812
The true story of 'true' - Gina Cooke,Linguistics,0.734873573,0.508215155
