Title,Category,Questions Average BLEU,Options Average BLEU,,,,,
Einstein's brilliant mistake: Entangled states - Chad Orzel,Science & Technology,0.72468062,0.352551443,,,,,
How did clouds get their names? - Richard Hamblyn,Thinking & Learning,0.707182018,0.677433522,,,,,
How to track a tornado - Karen Kosiba,Earth and Space Science,0.681178275,0.559942711,,,,,
Underwater Explosions (Science with Alan Sailer!),Science & Technology,0.690776246,0.479182257,,,,,
Dubnium - Periodic Table of Videos,Physical Science,0.699384928,0.348479289,,,,,
Dead stuff: The secret ingredient in our food chain - John C. Moore,Life Sciences,0.741238327,0.959155453,,,,,
How aspirin was discovered - Krishna Sudhir,Life Sciences,0.762487054,0.413078325,,,,,
Why do we pass gas? - Purna Kashyap,Health,0.7333022,0.556521463,,,,,
This Video Will Make You Angry,Information Literacy,0.706800228,0.648467841,,,,,
Rhenium - Periodic Table of Videos,Physical Science,0.754878419,0.578235125,,,,,
Inside the ant colony - Deborah M. Gordon,Life Sciences,0.735731049,0.621350544,,,,,
Why do animals form swarms? - Maria R. D'Orsogna,Science & Technology,0.741256004,0.715489049,,,,,
Why neutrinos matter - Silvia Bravo Gallart,Science & Technology,0.721985477,0.859855696,,,,,
Chromium - Periodic Table of Videos,Physical Science,0.73236785,0.322427422,,,,,
Iridium - Periodic Table of Videos,Physical Science,0.775102048,0.680516879,,,,,
Can you solve the pirate riddle? - Alex Gendler,Critical Thinking,0.750602107,0.706797606,,,,,
Making a car for blind drivers - Dennis Hong,"Design, Engineering & Technology",0.698332622,0.386985363,,,,,
What is Alzheimer's disease? - Ivan Seah Yu Jun,Life Sciences,0.69609343,0.708237817,,,,,
Kant's Axe,Philosophy & Religion,0.692564227,0.553339447,,,,,
Schr??dinger's cat: A thought experiment in quantum mechanics - Chad Orzel,Science & Technology,0.709549991,0.284716191,,,,,
Silver - Periodic Table of Videos,Physical Science,0.759835686,0.246080956,,,,,
How does your smartphone know your location? - Wilton L. Virgo,"Design, Engineering & Technology",0.720262259,0.43934649,,,,,
5 Things You May Not Have Known About Houdini,Social Studies,0.745705039,0.554789738,,,,,
Where the Sidewalk Ends (LEGO Sculpture),Literature & Language,0.766786805,0.705974783,,,,,
Tungsten - Periodic Table of Videos,Physical Science,0.751017147,0.540050323,,,,,
Takaharu Tezuka: The best kindergarten you've ever seen,Teaching & Education,0.708894443,0.454956095,,,,,
The history of marriage - Alex Gendler,Social Studies,0.703264704,0.458760544,,,,,
Fractals and the art of roughness - Benoit Mandelbrot,Science & Technology,0,0,,,,,
Berkelium - Periodic Table of Videos,Physical Science,0.801348093,0.519879711,,,,,
The case of the vanishing honeybees - Emma Bryce,Life Sciences,0.724131201,1,,,,,
Could a Saturn moon harbor life? - Carolyn Porco,Earth and Space Science,0.703611616,0.624821976,,,,,
Einstein's miracle year - Larry Lagerstrom,Technology,0.724832833,0.385473625,,,,,
Nitrogen - Periodic Table of Videos,Physical Science,0.771978609,0.271170191,,,,,
"Corruption, wealth and beauty: The history of the Venetian gondola - Laura Morelli",Social Studies,0.760199898,0.450390866,,,,,
How a 15-year-old solved a Rubik's Cube in 5.25 seconds,Mathematics,0.663051578,0.992044821,,,,,
"Why should you read Tolstoy's ""War and Peace""? - Brendan Pelsue",Literature,0.758509005,0.485198246,,,,,
The family structure of elephants - Caitlin O'Connell-Rodwell,Life Sciences,0.749345658,0.661276192,,,,,
Palladium (new) - Periodic Table of Videos,Physical Science,0.723006343,0.264621897,,,,,
How heavy is air? - Dan Quinn,Science & Technology,0.732995806,0.623096911,,,,,
"Why is Herodotus called ""The Father of History""? - Mark Robinson",Social Studies,0.716312924,1,,,,,
"Silk, the ancient material of the future - Fiorenzo Omenetto","Design, Engineering & Technology",0.650891137,0.508807352,,,,,
Ununtrium - Periodic Table of Videos,Physical Science,0.718241094,0.425540871,,,,,
How do pregnancy tests work? - Tien Nguyen,"Design, Engineering & Technology",0.743676433,0.181949675,,,,,
Seaborgium - Periodic Table of Videos,Physical Science,0.751857928,0.93052922,,,,,
Tantalum - Periodic Table of Videos,Physical Science,0.720961351,0.332148467,,,,,
"The physics of the ""hardest move"" in ballet - Arleen Sugano",Performing Arts,0.681218341,0.434602998,,,,,
History vs. Christopher Columbus - Alex Gendler,Social Studies,0.763032262,0.333353668,,,,,
Why is yawning contagious? - Claudia Aguirre,Life Sciences,0.699992294,0.649409211,,,,,
Could your brain repair itself? - Ralitsa Petrova,Science & Technology,0.710851533,0.907689279,,,,,
How much food can you buy for $5 around the world?,Global Economics,0,0,,,,,
Argon - Periodic Table of Videos,Physical Science,0.767438947,0.571610895,,,,,
What is a gift economy? - Alex Gendler,Global Economics,0.71689217,0.377756022,,,,,
What percentage of your brain do you use? - Richard E. Cytowic,Life Sciences,0.717363249,0.121580967,,,,,
Thulium - Periodic Table of Videos,Physical Science,0.764196841,0.912535347,,,,,
"Beware online ""filter bubbles"" - Eli Pariser",Media and Journalism,0.693246091,0.288139216,,,,,
Americium - Periodic Table of Videos,Physical Science,0.765057793,0.433699123,,,,,
What's the difference between a scientific law and theory? - Matt Anticole,Thinking & Learning,0.732409116,0.254829557,,,,,
The evolution of animal genitalia - Menno Schilthuizen,Life Sciences,0.734338338,0.37737991,,,,,
Why the Arctic is climate change's canary in the coal mine - William Chapman,Science & Technology,0.736870571,0.361558469,,,,,
Ununpentium - Periodic Table of Videos,Physical Science,0.734760417,0.510812992,,,,,
Niobium - Periodic Table of Videos,Physical Science,0.77484311,0.526915588,,,,,
How to speak monkey: The language of cotton-top tamarins - Anne Savage,Life Sciences,0.715879657,0.39001933,,,,,
How to visualize one part per million - Kim Preshoff + The TED-Ed Community,Numbers & Operations,0.712999018,0.780685423,,,,,
The networked beauty of forests - Suzanne Simard,Life Sciences,0.728347929,0.547804087,,,,,
The Story of Cholera,Public Health,0.713500754,0.477210577,,,,,
Why do rivers curve?,Environmental Science,0.756183222,0.396064833,,,,,
Was Leonardo da Vinci dyslexic?,Psychology,0.666408258,0.406531126,,,,,
"Light seconds, light years, light centuries: How to measure extreme distances - Yuan-Sen Ting",Science & Technology,0.725765667,0.645307392,,,,,
Erbium - Periodic Table of Videos,Physical Science,0.721573276,0.566222316,,,,,
What if the Earth stopped spinning?,Earth and Space Science,0.75661432,0.51360803,,,,,
The deadly irony of gunpowder - Eric Rosado,Physical Science,0.757867341,0.284367687,,,,,
Thorium - Periodic Table of Videos,Physical Science,0.740169457,0.642973953,,,,,
Potassium - Periodic Table of Videos,Physical Science,0.710706855,0.561850014,,,,,
The Eisenhower matrix: understanding task management,Thinking & Learning,0.69704235,0.621853196,,,,,
What are trees made of?,Science & Technology,0.717802884,0.637632303,,,,,
Why are bad words bad?,Linguistics,0,0,,,,,
How Does it Grow? Cauliflower,Science & Technology,0.733184239,0.689183902,,,,,
Nobelium - Periodic Table of Videos,Physical Science,0.778401698,0.430260708,,,,,
Want to be an activist? Start with your toys - McKenna Pope,Design,0.692100166,0.944077864,,,,,
Fluorine - Periodic Table of Videos,Physical Science,0.79229801,0.494163552,,,,,
Bohrium - Periodic Table of Videos,Physical Science,0.728791352,1,,,,,
Mysteries of vernacular: Sarcophagus - Jessica Oreck and Rachael Teel,Linguistics,0.695312152,0.792226762,,,,,
Would you opt for a life with no pain? - Hayley Levitt and Bethany Rickwald,Philosophy,0.715538002,0.445211022,,,,,
Ruthenium - Periodic Table of Videos,Physical Science,0.772467238,0.548984487,,,,,
"What we can learn from galaxies far, far away - Henry Lin",Earth and Space Science,0.70865582,0.254500904,,,,,
What gives a dollar bill its value? - Doug Levinson,Civics,0.71050081,0.643033442,,,,,
How architecture helped music evolve - David Byrne,Performing Arts,0,0,,,,,
The business logic of sustainability - Ray Anderson,Business & Economics,0,0,,,,,
"Are Elvish, Klingon, Dothraki and Na'vi real languages?",Linguistics,0.728464913,0.757307584,,,,,
Sulfur - Periodic Table of Videos,Physical Science,0.749120226,0.515786926,,,,,
Mysteries of vernacular: Bewilder - Jessica Oreck and Rachael Teel,Linguistics,0.734421229,0.216803933,,,,,
If superpowers were real: Super strength - Joy Lin,Life Sciences,0.728706233,0.362348231,,,,,
Mendelevium - Periodic Table of Videos,Physical Science,0.689874142,0.287659436,,,,,
How do vitamins work? - Ginnie Trinh Nguyen,Health,0.746322034,0.955808616,,,,,
The quest to understand consciousness - Antonio Damasio,Life Sciences,0,0,,,,,
Animation basics: The art of timing and spacing - TED-Ed,The Arts,0.690151559,0.524980423,,,,,
Darmstadtium - Periodic Table of Videos,Physical Science,0.749087797,0.62258629,,,,,
Mysteries of vernacular: Robot - Jessica Oreck and Rachael Teel,Literature & Language,0.717933894,0.670511542,,,,,
The physics of playing guitar - Oscar Fernando Perez,The Arts,0.722663309,0.727485983,,,,,
Lithium - Periodic Table of Videos,Physical Science,0.746467323,0.516585053,,,,,
I'm Batman - Amy Wray,Life Sciences,0.715385356,0.500477442,,,,,
The Road Less Traveled By,Literature & Language,0.692968265,0.467160788,,,,,
Magnesium - Periodic Table of Videos,Physical Science,0.734420591,0.20607507,,,,,
Rhodium - Periodic Table of Videos,Physical Science,0.721064002,0.493536247,,,,,
Your genes are not your fate - Dean Ornish,Life Sciences,0.735046656,0.654126861,,,,,
How to grow a bone - Nina Tandon,Science & Technology,0.697737299,0.528033488,,,,,
Why do we cry? The three types of tears - Alex Gendler,Life Sciences,0.71308432,0.444842417,,,,,
Fermium - Periodic Table of Videos,Physical Science,0.777316521,0.678131784,,,,,
How to unboil an egg - Eleanor Nelsen,Science & Technology,0.690307942,0.215896181,,,,,
Einsteinium - Periodic Table of Videos,Physical Science,0.70603165,0.527362842,,,,,
How to fossilize...yourself - Phoebe A. Cohen,Science & Technology,0.70237923,0.593569094,,,,,
The terrors of sleep paralysis - Ami Angelowicz,Medical Conditions,0.746717947,0.479628881,,,,,
What happens when you remove the hippocampus? - Sam Kean,"Consciousness, Sensation and Perception",0.758881926,0.424911468,,,,,
"Less stuff, more happiness - Graham Hill","Design, Engineering & Technology",0.714153895,0.617744697,,,,,
Atoms from A to easy!,Physical Science,0.757646927,0.239032556,,,,,
"Looks aren't everything. Believe me, I'm a model - Cameron Russell","Consciousness, Sensation and Perception",0,0,,,,,
"The walk from ""no"" to ""yes"" - William Ury",Business & Economics,0,0,,,,,
If superpowers were real: Body mass - Joy Lin,Life Sciences,0.697651737,0.655133407,,,,,
Neon - Periodic Table of Videos,Physical Science,0.730137151,0.642872889,,,,,
A brief history of melancholy - Courtney Stephens,Medical Conditions,0.708055803,0.646779702,,,,,
How fast are you moving right now? - Tucker Hiatt,Earth and Space Science,0.725750449,0.361529667,,,,,
Sodium - Periodic Table of Videos,Physical Science,0.759431684,0.643112557,,,,,
Roentgenium - Periodic Table of Videos,Physical Science,0.710341961,1,,,,,
"The ""bottom billion"" - Paul Collier",Civics,0,0,,,,,
Technetium - Periodic Table of Videos,Physical Science,0.746010816,0.501421282,,,,,
"Vampires: Folklore, fantasy and fact - Michael Molina",Anthropology,0.70640352,0.721099822,,,,,
Fellows in the field: Skylar Tibbits,"Design, Engineering & Technology",0.723280921,0.539009331,,,,,
At what moment are you dead? - Randall Hayes,Health,0.72282765,0.03605171,,,,,
Dark matter: The matter we can't see - James Gillies,Earth and Space Science,0.706679048,0.719595365,,,,,
How X-rays see through your skin - Ge Wang,"Design, Engineering & Technology",0.73214171,0.382046707,,,,,
The fundamentals of space-time: Part 2 - Andrew Pontzen and Tom Whyntie,Earth and Space Science,0.701321818,0.111546032,,,,,
Soccer: the world's favorite game,Social Studies,0,0,,,,,
What is the universe made of? - Dennis Wildfogel,Earth and Space Science,0.77025244,0.631560757,,,,,
What's below the tip of the iceberg? - Camille Seaman,Environmental Science,0.737327905,0.391261243,,,,,
Lutetium - Periodic Table of Videos,Physical Science,0.743162897,0.592111382,,,,,
Feedback loops: How nature gets its rhythms - Anje-Margriet Neutel,Environmental Science,0.700310814,0.557283615,,,,,
Copernicium - Periodic Table of Videos,Physical Science,0.766042413,0.873575888,,,,,
A future beyond traffic gridlock - Bill Ford,Engineering,0,0,,,,,
"Actually, the world isn't flat - Pankaj Ghemawat",Global Economics,0,0,,,,,
Hydrogen - Periodic Table of Videos,Physical Science,0.744829203,0.098085516,,,,,
Protecting the brain against concussion - Kim Gorgens,Health,0.716404962,0.123806494,,,,,
Zirconium - Periodic Table of Videos,Physical Science,0.738262307,0.63691683,,,,,
Is telekinesis real? - Emma Bryce,Psychology,0.667653097,0.508396,,,,,
Birth of a nickname - John McWhorter,Linguistics,0.744125032,0.726747462,,,,,
Why do we see illusions? - Mark Changizi,Life Sciences,0.693097729,0.295527805,,,,,
Aluminium - Periodic Table of Videos,Physical Science,0,0,,,,,
How big is the ocean? - Scott Gass,Earth and Space Science,0.723843377,0.447867453,,,,,
Hafnium - Periodic Table of Videos,Physical Science,0.692202452,1,,,,,
How to create cleaner coal - Emma Bryce,Earth and Space Science,0.677233359,0.605675594,,,,,
The sound the universe makes - Janna Levin,Earth and Space Science,0,0,,,,,
How we conquered the deadly smallpox virus - Simona Zompi,Public Health,0.75434437,0.778937776,,,,,
Misconceptions about falling objects,Science & Technology,0.676954569,0.261337961,,,,,
Mysteries of vernacular: Inaugurate - Jessica Oreck,Linguistics,0.752664054,0.443055238,,,,,
The Greek Crisis Explained in Under 3 Minutes,Media and Journalism,0.720349895,0.912562896,,,,,
Livermorium - Periodic Table of Videos,Physical Science,0.696638648,0.757803631,,,,,
What happened to antimatter? - Rolf Landua,Physical Science,0.722237035,0.732185142,,,,,
The danger of science denial - Michael Specter,Public Health,0,0,,,,,
Boron - Periodic Table of Videos,Physical Science,0.784071315,0.280646785,,,,,
How to make a mummy - Len Bloch,Science & Technology,0.713790585,0.34290511,,,,,
Why do honeybees love hexagons? - Zack Patterson and Andy Peterson,Mathematics,0.73268813,0.247421979,,,,,
The case of the missing fractals - Alex Rosenthal and George Zaidan,Mathematics,0.688942746,0.44110467,,,,,
"A rare, spectacular total eclipse of the sun - Andy Cohen",Earth and Space Science,0.719163728,0.566526232,,,,,
What can Schr??dinger's cat teach us about quantum mechanics? - Josh Samani,Physical Science,0.674001794,0.493895609,,,,,
Labor Day: Is it really a necessary holiday?,Social Studies,0.723915948,0.3987948,,,,,
Molybdenum - Periodic Table of Videos,Physical Science,0.770938193,0.608996078,,,,,
Indus Valley Civilization,Social Studies,0,0,,,,,
The physics of human sperm vs. the physics of the sperm whale,Life Sciences,0.761321412,0.110262554,,,,,
