Title,Category,Questions Average ROUGE-1,Questions Average ROUGE-2,Questions Average ROUGE-L,Options Average ROUGE-1,Options Average ROUGE-2,Options Average ROUGE-L,,,,,,,
The mathematical secrets of Pascal's triangle - Wajdi Mohamed Ratemi,Mathematics,0.458338788,0.177280029,0.415761757,0.113834586,0.02,0.113834586,,,,,,,
The history of museums - J. V. Maranto,Social Studies,0.416883117,0.207070707,0.363311688,0,0,0,,,,,,,
Could human civilization spread across the whole galaxy? - Roey Tzezana,Earth and Space Science,0.384522145,0.173160083,0.353752914,0.090119048,0.008333333,0.090119048,,,,,,,
Who was Voltaire?,Health,0,0,0,0,0,0,,,,,,,
Jean-Paul Sartre and Existentialism,Philosophy & Religion,0.288562092,0.065,0.251062092,0.053452381,0.004545455,0.053452381,,,,,,,
Why are we ticklish?,Health,0.154140026,0,0.154140026,0.165324259,0,0.165324259,,,,,,,
The surprising reasons animals play dead - Tierney Thys,Science & Technology,0.319770335,0.080920716,0.280535885,0.052083333,0.033333333,0.052083333,,,,,,,
Music and emotion through time - Michael Tilson Thomas,Performing Arts,0,0,0,0,0,0,,,,,,,
Is DNA the future of data storage? - Leo Bear-McGuinness,Life Sciences,0.237968937,0.018181818,0.197750896,0,0,0,,,,,,,
Jimmy Carter: Why I believe the mistreatment of women is the number one human rights abuse,"Design, Engineering & Technology",0,0,0,0,0,0,,,,,,,
"Does ""The Wonderful Wizard of Oz"" have a hidden message? - David B. Parker",History,0.42498384,0.146590909,0.35483732,0.054329004,0,0.054329004,,,,,,,
How Does it Grow? Apples,Environmental Science,0.34781746,0.066385965,0.228373016,0.209279609,0.007692308,0.209279609,,,,,,,
Is our climate headed for a mathematical tipping point? - Victor J. Donnay,Mathematics,0.353700686,0.081012882,0.272725843,0.148695873,0.033026105,0.143750961,,,,,,,
How spontaneous brain activity keeps you alive - Nathan S. Jacobs,Health,0.351513988,0.025,0.208574331,0,0,0,,,,,,,
How much of what you see is a hallucination? - Elizabeth Cox,Health,0.320021645,0.16924812,0.263744589,0.03,0,0.03,,,,,,,
The psychology behind irrational decisions - Sara Garofalo,Psychology,0.368397615,0.161309524,0.305954177,0.060162338,0.005263158,0.060162338,,,,,,,
How old are your ears? (hearing test),Health,0.09610984,0,0.09610984,0,0,0,,,,,,,
What is entropy? - Jeff Phillips,Physical Science,0.256308487,0.046323006,0.2021451,0.01,0,0.01,,,,,,,
FOG: Clearing up the confusion,Science & Technology,0.383937844,0.079047619,0.314240874,0.11,0.05,0.11,,,,,,,
How do schools of fish swim in harmony? - Nathan S. Jacobs,Science & Technology,0.318168643,0.04040404,0.241163812,0.173234266,0.066363636,0.173234266,,,,,,,
Why are some people left-handed? - Daniel M. Abrams,Growth & Development,0.407015533,0.171142191,0.325413802,0.07047619,0,0.07047619,,,,,,,
How in vitro fertilization (IVF) works - Nassim Assefi and Brian A. Levine,"Design, Engineering & Technology",0.267852375,0.090392157,0.246799743,0.047619048,0,0.039285714,,,,,,,
The history of African-American social dance - Camille A. Brown,Performing Arts,0.271862225,0.084599459,0.251862225,0.080952381,0,0.080952381,,,,,,,
Building a dinosaur from a chicken - Jack Horner,Life Sciences,0,0,0,0,0,0,,,,,,,
What causes headaches? - Dan Kwartler,Health,0.476874112,0.194444444,0.415953396,0.156666667,0,0.156666667,,,,,,,
What if you never forgot anything?,Health,0,0,0,0,0,0,,,,,,,
Are ghost ships real? - Peter B. Campbell,History,0.321400277,0.083333333,0.280154486,0.04890873,0.013157895,0.042956349,,,,,,,
How do germs spread (and why do they make us sick)? - Yannay Khaikin and Nicole Mideo,Health,0.361064426,0.192773893,0.337535014,0,0,0,,,,,,,
How do vaccines work? - Kelwalin Dhanasarnsombut,Health,0.344393939,0.025,0.278989899,0.190811688,0.042222222,0.190811688,,,,,,,
Who's at risk for colon cancer? - Amit H. Sachdev and Frank G. Gress,Health,0.370980775,0.133237548,0.281309873,0.318333333,0.033333333,0.318333333,,,,,,,
What is epigenetics? - Carlos Guerrero-Bosagna,Life Sciences,0.282151439,0.067391304,0.282151439,0.027384184,0,0.027384184,,,,,,,
Check your intuition: The birthday problem - David Knuffke,Data Analysis & Probability,0.433503326,0.162970702,0.322298596,0.217099567,0.01952381,0.191904762,,,,,,,
Can you solve the locker riddle? - Lisa Winer,Data Analysis & Probability,0.365022456,0.131370092,0.327631151,0,0,0,,,,,,,
How can countries measure the well-being of their citizens?,Social Studies,0.235053062,0.096,0.207466855,0.025,0.016666667,0.025,,,,,,,
Yttrium - Periodic Table Videos,Physical Science,0.197115715,0.033124336,0.127386106,0,0,0,,,,,,,
What can we learn from insect cribs?,Environmental Science,0.28460039,0.078431373,0.230994152,0.125,0,0.125,,,,,,,
Rutherfordium - Periodic Table of Videos,Physical Science,0.334405458,0.113058824,0.297368421,0.074404762,0,0.060119048,,,,,,,
What does income inequality mean to Americans?,Business & Economics,0.665291005,0.522033445,0.593862434,0.25,0,0.25,,,,,,,
Einstein's Theory of General Relativity,Physical Science,0.27413098,0,0.236035742,0,0,0,,,,,,,
Carl Sagan on the Existence of Extraterrestrials,Earth and Space Science,0.334997102,0.068796296,0.270153579,0.207369962,0.053328877,0.198773471,,,,,,,
Why should you read Virginia Woolf? - Iseult Gillespie,Literature,0.373850932,0.155236576,0.305864389,0.149461253,0.005882353,0.131230416,,,,,,,
How misused modifiers can hurt your writing,Literature & Language,0.35970696,0.104545455,0.310989011,0.100786561,0.008695652,0.096786561,,,,,,,
What is leukemia? - Danilo Allegra and Dania Puggioni,Health,0.498431373,0.309450549,0.498431373,0.137301587,0,0.137301587,,,,,,,
It's a church. It's a mosque. It's Hagia Sophia. - Kelly Wall,Social Studies,0.379639291,0.183036828,0.33215781,0.03968254,0.02,0.03968254,,,,,,,
The evolution of the human eye - Joshua Harvey,Life Sciences,0.424271493,0.211666667,0.359742081,0.115331139,0.035586636,0.109816434,,,,,,,
How to manage your time more effectively (according to machines) - Brian Christian,Thinking & Learning,0.244105263,0.022222222,0.146385965,0.083452381,0,0.083452381,,,,,,,
Silicon - Periodic Table of Videos,Physical Science,0.415480519,0.116887872,0.398813853,0.033333333,0,0.033333333,,,,,,,
The invisible motion of still objects - Ran Tivony,Science & Technology,0.357957198,0.112169312,0.323899227,0.083333333,0,0.083333333,,,,,,,
3 tips to boost your confidence - TED-Ed,Psychology,0.216263891,0,0.167882643,0.084194186,0.016666667,0.079648731,,,,,,,
Lawrencium - Periodic Table of Videos,Physical Science,0.208434036,0.026293103,0.165960917,0,0,0,,,,,,,
What is the biggest single-celled organism? - Murry Gans,Life Sciences,0.381437229,0.178021978,0.338770563,0.291420655,0.148245614,0.286420655,,,,,,,
"How do dogs ""see"" with their noses? - Alexandra Horowitz",Biological Bases of Behavior,0.424236874,0.246983683,0.395665446,0.270010545,0.07020202,0.257232767,,,,,,,
Cadmium - Periodic Table of Videos,Physical Science,0.311554622,0.013333333,0.239096639,0.02,0,0.02,,,,,,,
Einstein's brilliant mistake: Entangled states - Chad Orzel,Science & Technology,0.377740482,0.084782609,0.26958819,0.206742938,0.066813187,0.185155547,,,,,,,
How did clouds get their names? - Richard Hamblyn,Thinking & Learning,0.384512176,0.094871795,0.340454205,0.064285714,0.05,0.064285714,,,,,,,
How to track a tornado - Karen Kosiba,Earth and Space Science,0.376126984,0.121004831,0.307460317,0.191476199,0,0.170365088,,,,,,,
Underwater Explosions (Science with Alan Sailer!),Science & Technology,0.37990158,0.038709677,0.343537944,0.265587456,0.048034315,0.248970399,,,,,,,
Dubnium - Periodic Table of Videos,Physical Science,0.231837607,0,0.231837607,0,0,0,,,,,,,
Dead stuff: The secret ingredient in our food chain - John C. Moore,Life Sciences,0.304525582,0.114492404,0.260569538,0.054166667,0,0.054166667,,,,,,,
How aspirin was discovered - Krishna Sudhir,Life Sciences,0.376048818,0.069264069,0.19479405,0.0625,0.0625,0.0625,,,,,,,
Why do we pass gas? - Purna Kashyap,Health,0.304110544,0,0.201246432,0.065,0.033333333,0.065,,,,,,,
This Video Will Make You Angry,Information Literacy,0.221200938,0.019047619,0.143862684,0.15,0,0.15,,,,,,,
Rhenium - Periodic Table of Videos,Physical Science,0.244252874,0.083157895,0.189967159,0,0,0,,,,,,,
Inside the ant colony - Deborah M. Gordon,Life Sciences,0.255503268,0.028571429,0.193751634,0.059861111,0.0125,0.059861111,,,,,,,
Why do animals form swarms? - Maria R. D'Orsogna,Science & Technology,0.292031982,0.043586207,0.207738259,0.121090103,0.05,0.121090103,,,,,,,
Why neutrinos matter - Silvia Bravo Gallart,Science & Technology,0.38929141,0.077777778,0.360719982,0.109056777,0,0.083473748,,,,,,,
Chromium - Periodic Table of Videos,Physical Science,0.254461731,0.036049784,0.208692937,0,0,0,,,,,,,
Iridium - Periodic Table of Videos,Physical Science,0.166804598,0,0.098298851,0.05,0,0.05,,,,,,,
Can you solve the pirate riddle? - Alex Gendler,Critical Thinking,0.40626935,0.153399542,0.372936017,0.201636364,0.16,0.201328671,,,,,,,
Making a car for blind drivers - Dennis Hong,"Design, Engineering & Technology",0.197296443,0.034897361,0.178600791,0.007142857,0,0.007142857,,,,,,,
What is Alzheimer's disease? - Ivan Seah Yu Jun,Life Sciences,0.442406015,0.099908787,0.314877193,0.089285714,0,0.089285714,,,,,,,
Kant's Axe,Philosophy & Religion,0.30637074,0.083985605,0.283723212,0.026666667,0,0.026666667,,,,,,,
Schr??dinger's cat: A thought experiment in quantum mechanics - Chad Orzel,Science & Technology,0.254120879,0,0.186080586,0.214040371,0.005952381,0.174998163,,,,,,,
Silver - Periodic Table of Videos,Physical Science,0.222222222,0,0.222222222,0,0,0,,,,,,,
How does your smartphone know your location? - Wilton L. Virgo,"Design, Engineering & Technology",0.32047619,0.085380117,0.226666667,0.045238095,0,0.030952381,,,,,,,
5 Things You May Not Have Known About Houdini,Social Studies,0.277011494,0.09013949,0.249885057,0.080668498,0,0.080668498,,,,,,,
Where the Sidewalk Ends (LEGO Sculpture),Literature & Language,0.492647059,0.267301587,0.492647059,0,0,0,,,,,,,
Tungsten - Periodic Table of Videos,Physical Science,0.395974738,0.080924068,0.167644815,0,0,0,,,,,,,
Takaharu Tezuka: The best kindergarten you've ever seen,Teaching & Education,0.234445293,0.062927664,0.187345726,0.096526807,0,0.096526807,,,,,,,
The history of marriage - Alex Gendler,Social Studies,0.408571429,0.080555556,0.388571429,0.107051282,0.016666667,0.099358974,,,,,,,
Fractals and the art of roughness - Benoit Mandelbrot,Science & Technology,0,0,0,0,0,0,,,,,,,
Berkelium - Periodic Table of Videos,Physical Science,0.375625823,0.04,0.238537549,0.023611111,0,0.023611111,,,,,,,
The case of the vanishing honeybees - Emma Bryce,Life Sciences,0.302345504,0.09028883,0.217290559,0,0,0,,,,,,,
Could a Saturn moon harbor life? - Carolyn Porco,Earth and Space Science,0.359075729,0.038095238,0.326235007,0.224213564,0.095396825,0.213102453,,,,,,,
Einstein's miracle year - Larry Lagerstrom,Technology,0.269988116,0.063812317,0.210009761,0.176952086,0,0.17642577,,,,,,,
Nitrogen - Periodic Table of Videos,Physical Science,0.31263564,0.137508418,0.285049433,0.132830667,0.024681373,0.10218812,,,,,,,
"Corruption, wealth and beauty: The history of the Venetian gondola - Laura Morelli",Social Studies,0.375945843,0.182857143,0.309893211,0.071357877,0.014347826,0.067357877,,,,,,,
How a 15-year-old solved a Rubik's Cube in 5.25 seconds,Mathematics,0.128341385,0,0.099355878,0,0,0,,,,,,,
"Why should you read Tolstoy's ""War and Peace""? - Brendan Pelsue",Literature,0.317979798,0.134444444,0.241616162,0.124874056,0.033333333,0.124874056,,,,,,,
The family structure of elephants - Caitlin O'Connell-Rodwell,Life Sciences,0.178754579,0.027777778,0.156532357,0,0,0,,,,,,,
Palladium (new) - Periodic Table of Videos,Physical Science,0.347012987,0.104873424,0.303067409,0.125140415,0.0125,0.112918193,,,,,,,
How heavy is air? - Dan Quinn,Science & Technology,0.311746032,0.03923445,0.189365079,0.070833333,0,0.070833333,,,,,,,
"Why is Herodotus called ""The Father of History""? - Mark Robinson",Social Studies,0.383570691,0.138059326,0.383570691,0.199920635,0.04484127,0.199920635,,,,,,,
"Silk, the ancient material of the future - Fiorenzo Omenetto","Design, Engineering & Technology",0.166666667,0,0.166666667,0.012121212,0,0.012121212,,,,,,,
Ununtrium - Periodic Table of Videos,Physical Science,0.41920014,0.142539683,0.404914426,0.107692308,0,0.107692308,,,,,,,
How do pregnancy tests work? - Tien Nguyen,"Design, Engineering & Technology",0.410413735,0.12,0.350520687,0.108149351,0.024358974,0.108149351,,,,,,,
Seaborgium - Periodic Table of Videos,Physical Science,0.321902098,0.09278813,0.308568765,0.15,0,0.15,,,,,,,
Tantalum - Periodic Table of Videos,Physical Science,0.301410746,0.072903226,0.275956201,0.033333333,0,0.033333333,,,,,,,
"The physics of the ""hardest move"" in ballet - Arleen Sugano",Performing Arts,0.279725806,0.057851074,0.196919355,0.105427905,0.016666667,0.098285048,,,,,,,
History vs. Christopher Columbus - Alex Gendler,Social Studies,0.373200031,0.200238095,0.373200031,0.100555556,0.014285714,0.100555556,,,,,,,
Why is yawning contagious? - Claudia Aguirre,Life Sciences,0.31410926,0.060100251,0.253536138,0.217777778,0.183333333,0.217777778,,,,,,,
Could your brain repair itself? - Ralitsa Petrova,Science & Technology,0.461496957,0.172190476,0.352255474,0.178333333,0.075,0.178333333,,,,,,,
How much food can you buy for $5 around the world?,Global Economics,0,0,0,0,0,0,,,,,,,
Argon - Periodic Table of Videos,Physical Science,0.504643427,0.307058824,0.472262474,0.183333333,0.05,0.183333333,,,,,,,
What is a gift economy? - Alex Gendler,Global Economics,0.486444444,0.271243539,0.442,0.185898598,0.005882353,0.16710208,,,,,,,
What percentage of your brain do you use? - Richard E. Cytowic,Life Sciences,0.335070028,0.107952398,0.296022409,0.068913448,0.008695652,0.064367993,,,,,,,
Thulium - Periodic Table of Videos,Physical Science,0.212946999,0.042433862,0.119901022,0,0,0,,,,,,,
"Beware online ""filter bubbles"" - Eli Pariser",Media and Journalism,0.179642857,0.044102564,0.155714286,0.177396526,0.017670455,0.127539494,,,,,,,
Americium - Periodic Table of Videos,Physical Science,0.24486715,0,0.24486715,0.017857143,0,0.017857143,,,,,,,
What's the difference between a scientific law and theory? - Matt Anticole,Thinking & Learning,0.385598895,0.169845201,0.359792443,0.184974095,0.046899479,0.181270392,,,,,,,
The evolution of animal genitalia - Menno Schilthuizen,Life Sciences,0.31036001,0.096850998,0.203412328,0.082186217,0,0.076171724,,,,,,,
Why the Arctic is climate change's canary in the coal mine - William Chapman,Science & Technology,0.182512488,0.06562406,0.167127872,0.143335682,0.038461538,0.127921827,,,,,,,
Ununpentium - Periodic Table of Videos,Physical Science,0.187100644,0,0.166587824,0.02,0,0.02,,,,,,,
Niobium - Periodic Table of Videos,Physical Science,0.250960735,0.047058824,0.229908104,0,0,0,,,,,,,
How to speak monkey: The language of cotton-top tamarins - Anne Savage,Life Sciences,0.187361111,0.0625,0.159583333,0,0,0,,,,,,,
How to visualize one part per million - Kim Preshoff + The TED-Ed Community,Numbers & Operations,0.365532309,0.138878632,0.275977262,0.350196687,0.091259807,0.337501035,,,,,,,
The networked beauty of forests - Suzanne Simard,Life Sciences,0.257608531,0.034782609,0.237608531,0.011111111,0,0.011111111,,,,,,,
The Story of Cholera,Public Health,0.369044289,0.114848485,0.281608392,0.16988567,0.074722222,0.16988567,,,,,,,
Why do rivers curve?,Environmental Science,0.30656032,0.023529412,0.268841021,0.057970085,0,0.057970085,,,,,,,
Was Leonardo da Vinci dyslexic?,Psychology,0.313502729,0.135687044,0.297502729,0.16496337,0.072272727,0.16496337,,,,,,,
"Light seconds, light years, light centuries: How to measure extreme distances - Yuan-Sen Ting",Science & Technology,0.391776641,0.067911255,0.316797954,0.175033578,0.033333333,0.175033578,,,,,,,
Erbium - Periodic Table of Videos,Physical Science,0.299480335,0.094282536,0.286577109,0.058333333,0,0.058333333,,,,,,,
What if the Earth stopped spinning?,Earth and Space Science,0.433535354,0.308165256,0.397821068,0.143200983,0.03219697,0.143200983,,,,,,,
The deadly irony of gunpowder - Eric Rosado,Physical Science,0.301111111,0,0.232222222,0.080415695,0.009090909,0.080415695,,,,,,,
Thorium - Periodic Table of Videos,Physical Science,0.218289855,0.073668361,0.201623188,0,0,0,,,,,,,
Potassium - Periodic Table of Videos,Physical Science,0.281902834,0,0.214696356,0,0,0,,,,,,,
The Eisenhower matrix: understanding task management,Thinking & Learning,0.250432749,0.081841432,0.234432749,0.076422466,0,0.076422466,,,,,,,
What are trees made of?,Science & Technology,0.39407853,0.119565217,0.293533835,0.3,0.1,0.3,,,,,,,
Why are bad words bad?,Linguistics,0,0,0,0,0,0,,,,,,,
How Does it Grow? Cauliflower,Science & Technology,0.349219711,0.018181818,0.286189408,0.1625,0.1,0.1625,,,,,,,
Nobelium - Periodic Table of Videos,Physical Science,0.24573499,0.061538462,0.217163561,0.028571429,0,0.028571429,,,,,,,
Want to be an activist? Start with your toys - McKenna Pope,Design,0.239494949,0.083517682,0.222828283,0,0,0,,,,,,,
Fluorine - Periodic Table of Videos,Physical Science,0.362109016,0.045751634,0.246527817,0.133333333,0,0.133333333,,,,,,,
Bohrium - Periodic Table of Videos,Physical Science,0.1,0,0.1,0,0,0,,,,,,,
Mysteries of vernacular: Sarcophagus - Jessica Oreck and Rachael Teel,Linguistics,0.416190476,0.228571429,0.416190476,0.131111111,0,0.131111111,,,,,,,
