title,category,average-bleu,average-rouge,average-bert-score,average-cosine-similarity
"The myth of Anansi, the trickster spider - Emily Zobel Marshall",Literature & Language,0.739477987,0.150582265,0.469633187,0.241803026
Titan of terror: The dark imagination of H.P. Lovecraft - Silvia Moreno-Garcia,Literature & Language,0.674167713,0.066458853,0.41350751,0.308221322
The myth of the Sampo--- an infinite source of fortune and greed - Hanna-Ilona H??rm??vaara,Literature & Language,0.727002459,0.184605123,0.478457954,0.349500277
"Why should you read ""Waiting for Godot""? - Iseult Gillespie",Literature & Language,0.68156777,0.176560847,0.425802585,0.386091211
Adding '-ed' | Past tense verbs,Literature & Language,0.765197706,0.182626021,0.504518256,0.305937325
How to make your writing funnier - Cheri Steinkellner,Literature & Language,0.683435619,0.148214136,0.420295195,0.333815053
How close are we to eradicating HIV? - Philip A. Chan,Literature & Language,0.653215917,0.077996189,0.366729647,0.240042423
How can you change someone's mind? (hint: facts aren't always enough) - Hugo Mercier,Literature & Language,0.673052337,0.085083461,0.453659993,0.194681708
The importance of setting in a story,Literature & Language,0.670084875,0.17179803,0.466126524,0.305541185
A brief history of dogs - David Ian Howe,Literature & Language,0.759738768,0.095185598,0.44775556,0.311509009
The science of skin - Emma Bryce,Literature & Language,0.822495843,0.089876027,0.349158991,0.169249322
A brief history of Spanish - Ilan Stavans,Literature & Language,0.719477635,0.135768022,0.461542609,0.343313497
The myth of Oisin and the land of eternal youth - Iseult Gillespie,Literature & Language,0.70290682,0.113947164,0.411757929,0.282005667
"Why should you read ""Dune"" by Frank Herbert? - Dan Kwartler",Literature & Language,0.745698821,0.056906035,0.396684618,0.238427202
"Why we say ""OK""",Literature & Language,0.674928148,0.048611111,0.383278176,0.216261132
Letter vowels - WH and PH | Phonics for kids,Literature & Language,0.804748405,0.160766046,0.43422948,0.359622652
How books can open your mind - Lisa Bu,Literature & Language,0.732860043,0.455032468,0.644442625,0.489319939
The pleasure of poetic pattern - David Silverstein,Literature & Language,0.716868341,0.1334162,0.461590777,0.405155304
How to make a sad story funny - Jodie Houlston-Lau,Literature & Language,0.660377547,0.091407156,0.420105156,0.318281085
The oldest living things in the world,Literature & Language,0.632035366,0.048401522,0.349185224,0.184899037
Gang of 3 | Sound of 3 consonants,Literature & Language,0.689092403,0.151589609,0.441831584,0.348705053
The philosophy of cynicism - William D. Desmond,Literature & Language,0.643389009,0.088853543,0.411233645,0.223970502
Where did English come from? - Claire Bowern,Literature & Language,0.681767299,0.056307935,0.381110073,0.376603
Can love and independence coexist? - Tanya Boucicaut,Literature & Language,0.64804107,0.088100142,0.404166173,0.210102417
Can you solve the prisoner hat riddle? - Alex Gendler,Literature & Language,0.712194449,0.093043884,0.431244385,0.22705792
The L-iminator! | The double L spelling rule,Literature & Language,0.695285551,0.113718271,0.45364463,0.217880307
"Everything you need to know to read ""The Canterbury Tales"" - Iseult Gillespie",Literature & Language,0.656440676,0.122556188,0.38364474,0.251847904
Learn to use suffixes -le -al -el with the Singing Nun | Educational song,Literature & Language,0.823911717,0.079477226,0.489299403,0.293474632
The five W's song,Literature & Language,0.64446899,0.220420161,0.4547848,0.354194667
Buffalo buffalo buffalo: One-word sentences and how they work - Emma Bryce,Literature & Language,0.678032859,0.188792583,0.47103557,0.344872346
The Greek myth of Demeter's revenge - Iseult Gillespie,Literature & Language,0.644210933,0.064506173,0.406328449,0.216265071
"Who owns the ""wilderness""? - Elyse Cox",Literature & Language,0.678594769,0.101121706,0.422005624,0.334626143
How to use a semicolon - Emma Bryce,Literature & Language,0.683078962,0.123319963,0.473211776,0.416637103
Old MacDonald had some vowels | AEIOU,Literature & Language,0.74488331,0.291666667,0.533704322,0.450808981
Learn to read long vowels - AU and AW,Literature & Language,0.747565561,0.163515097,0.464124601,0.209328207
The tale of the doctor who defied Death - Iseult Gillespie,Literature & Language,0.702567096,0.145642206,0.418252014,0.255211242
When to use apostrophes - Laura McClure,Literature & Language,0.729138099,0.115807859,0.433220573,0.336385061
"What makes something ""Kafkaesque""? - Noah Tavlin",Literature & Language,0.716685283,0.088461195,0.433491641,0.286707601
Super E (silent E hip hop song for kids),Literature & Language,0.640381723,0.076604555,0.366561371,0.208612739
"Why should you read ""Midnight's Children""? - Iseult Gillespie",Literature & Language,0.685607754,0.088799943,0.346583052,0.191881033
Why should you read Edgar Allan Poe? - Scott Peeples,Literature & Language,0.720276344,0.098346074,0.467051143,0.421114832
Vowel-rr | Learn to read,Literature & Language,0.682354375,0.211533816,0.518869606,0.455195058
The surprising link between stress and memory - Elizabeth Cox,Literature & Language,0.69412523,0.142615553,0.479484827,0.306248924
Why do dogs have floppy ears?,Literature & Language,0.733824473,0.078982684,0.397937826,0.220581347
"Why should you read ""Don Quixote""? - Ilan Stavans",Literature & Language,0.720573748,0.105498589,0.441117745,0.278699464
The myth of the original star-crossed lovers - Shannon Zhao,Literature & Language,0.664491728,0.139148105,0.452226379,0.254641131
The rise and fall of the Inca Empire - Gordon McEwan,Literature & Language,0.726067287,0.095459429,0.40970108,0.303039273
What is hyperbole?,Literature & Language,0.703560214,0.076682607,0.414567401,0.259471527
The myth of Zeus' test - Iseult Gillespie,Literature & Language,0.658635778,0.153295428,0.484427127,0.350731641
What makes the Great Wall of China so extraordinary - Megan Campisi and Pen-Pen Chen,Literature & Language,0.691886986,0.147066547,0.448630483,0.325688281
A brief history of cannibalism - Bill Schutt,Literature & Language,0.693650877,0.062195697,0.380516469,0.246658011
The myth of Hercules: 12 labors in 8-bits - Alex Gendler,Literature & Language,0.735919227,0.145137722,0.481350958,0.340017851
The world's most mysterious book - Stephen Bax,Literature & Language,0.706797982,0.190741693,0.458842625,0.405037155
"Homophone song: There, Their, They're",Literature & Language,0.649965068,0.072685185,0.386342999,0.38008885
Can you spot the problem with these headlines? (Level 1) - Jeff Leek and Lucy McGowan,Literature & Language,0.683996261,0.115067149,0.432988657,0.153275246
Why should you read Flannery O'Connor? - Iseult Gillespie,Literature & Language,0.682598859,0.138676447,0.442245352,0.310608023
Evolution's great mystery: Language - Michael Corballis,Literature & Language,0.687823091,0.118610733,0.465861147,0.372756348
Learn to read | Phonics for kids | Long vowels - OU and OY,Literature & Language,0.760877636,0.085649063,0.437132374,0.190345887
How false news can spread - Noah Tavlin,Literature & Language,0.679764607,0.159423289,0.462537244,0.356088197
Love vs. Honor: The Irish myth of Diarmuid's betrayal - Iseult Gillespie,Literature & Language,0.705646689,0.092245071,0.445962068,0.282915671
How misused modifiers can hurt your writing,Literature & Language,0.709568205,0.214964998,0.492103828,0.411831554
Ancient Greece's greatest popstar - Diane J. Rayor,Literature & Language,0.733709896,0.092748538,0.429978772,0.301032506
What do all languages have in common? - Cameron Morin,Literature & Language,0.61157992,0.136247086,0.47669473,0.418816797
The Hawaiian story of the wind keepers - Sydney Iaukea,Literature & Language,0.682553064,0.10601767,0.44610154,0.322362404
The tragic myth of the Sun God's son - Iseult Gillespie,Literature & Language,0.709831645,0.057749334,0.417637601,0.273722343
Harry Potter and the translator's nightmare,Literature & Language,0.628486266,0.192307692,0.498227861,0.537226241
The myth of Gawain and the Green Knight - Dan Kwartler,Literature & Language,0.684006895,0.183181097,0.469523451,0.260896292
What makes a poem ?€? a poem? - Melissa Kovacs,Literature & Language,0.712912146,0.155845345,0.453620195,0.376152552
"Why don't ""tough"" and ""dough"" rhyme? - Arika Okrent",Literature & Language,0.70421611,0.105259672,0.41117565,0.353629121
Who was the world's first author? - Soraya Field Fiorio,Literature & Language,0.727871676,0.154842595,0.489121297,0.346564745
The twins who tricked the Maya gods of death - Ilan Stavans,Literature & Language,0.694520698,0.138456062,0.452257551,0.242316156
Closed and open syllables | Learn to read,Literature & Language,0.608169772,0.176098706,0.435456588,0.455134484
How (and why) to read William Faulkner - Sascha Morrell,Literature & Language,0.705859413,0.097099572,0.427005717,0.27701901
Where the Sidewalk Ends (LEGO Sculpture),Literature & Language,0.729893676,0.196434717,0.480101733,0.277700615
The myth of Sisyphus - Alex Gendler,Literature & Language,0.734862162,0.124870685,0.504220181,0.34867663
Using TCH or CH | Sounds of TCH and CH | Learn to read,Literature & Language,0.780347378,0.067869168,0.362045653,0.111859143
The myth of Loki and the deadly mistletoe - Iseult Gillespie,Literature & Language,0.75291246,0.156025889,0.466477931,0.3588892
The myth of King Midas and his golden touch - Iseult Gillespie,Literature & Language,0.676609225,0.077651045,0.38212724,0.286440486
"The epic of Gilgamesh, the king who tried to conquer death - Soraya Field Fiorio",Literature & Language,0.676322308,0.086780491,0.454281149,0.265119765
Phonics - Learn to read the letter 'R',Literature & Language,0.695324747,0.075809607,0.447392777,0.175124939
"Why should you read ""The Master and Margarita""? - Alex Gendler",Literature & Language,0.327868903,0.103359684,0.267880413,0.201413792
How do wind turbines work? - Rebecca J. Barthelmie and Sara C. Pryor,Literature & Language,0.645063411,0.120078818,0.443724918,0.354573637
Can you solve the dark matter fuel riddle? - Daniel Finkel,Literature & Language,0.646742764,0.119353158,0.447955637,0.237291673
How the world's first metro system was built - Christian Wolmar,Literature & Language,0.759309621,0.115082935,0.422378608,0.281183009
Punctuation explained (by Punctuation!),Literature & Language,0.823026981,0.066880131,0.391141662,0.252392651
The Chinese myth of the immortal white snake - Shunan Teng,Literature & Language,0.664786829,0.130578781,0.463123126,0.238384977
"Why should you read ""Kafka on the Shore""? - Iseult Gillespie",Literature & Language,0.656570709,0.134314819,0.438850894,0.306369793
Who IS Sherlock Holmes? - Neil McCaw,Literature & Language,0.619967986,0.159545317,0.439891903,0.412934792
Learn to read | Phonics for kids | Long I Vowels,Literature & Language,0.676597455,0.063589906,0.403979254,0.211183966
SH | fun phonics | how to read,Literature & Language,0.664064867,0.100479798,0.397545666,0.15838474
Contractions! | English grammar practice,Literature & Language,0.735549021,0.044818494,0.3634928,0.201287101
Japan's scariest ghost story - Kit Brooks,Literature & Language,0.736454033,0.170474574,0.501151371,0.283111381
"Why should you read Shakespeare's ""The Tempest""? - Iseult Gillespie",Literature & Language,0.674494851,0.109746361,0.384920019,0.275953023
The wicked wit of Jane Austen - Iseult Gillespie,Literature & Language,0.6363743,0.107973823,0.381316915,0.259712539
How do our brains process speech? - Gareth Gaskell,Literature & Language,0.726126815,0.115906085,0.45126595,0.377370775
"This-song to teach the sight word ""this""",Literature & Language,0.690174484,0.176470588,0.49114039,0.413629966
Why should you read Kurt Vonnegut? - Mia Nacamulli,Literature & Language,0.688982669,0.186894078,0.505114098,0.399649396
The Aztec myth of the unlikeliest sun god - Kay Almere Read,Literature & Language,0.751628956,0.106614437,0.442334544,0.310958596
Digraphs | Phonics song for children | Phonemic awareness,Literature & Language,0.719573689,0.093591572,0.466564328,0.316657162
The myth of Narcissus and Echo - Iseult Gillespie,Literature & Language,0.714248689,0.084243697,0.45517794,0.299813396
The myth of Loki's monstrous children - Iseult Gillespie,Literature & Language,0.677523196,0.011333333,0.411944325,0.221045475
The most common STI in the world - Emma Bryce,Literature & Language,0.668028694,0.080192308,0.409656506,0.319587051
"Why should you read ""A Midsummer Night's Dream?"" - Iseult Gillespie",Literature & Language,0.662910806,0.168905962,0.464306659,0.22032965
The real story behind Archimedes' Eureka! - Armand D'Angour,Macroeconomics,0.669584629,0.168983413,0.480822971,0.22504208
Let's simplify legal jargon - Alan Siegel,Macroeconomics,0.666352416,0.077464827,0.428857378,0.165483159
The Leap Year Explained,Mathematics,0.852346653,0.085829493,0.414850526,0.380990666
Can you solve the jail break riddle? - Dan Finkel,Mathematics,0.657755454,0.121790184,0.468012573,0.414096024
Why are manhole covers round? - Marc Chamberland,Mathematics,0.705770408,0.09869077,0.419671123,0.349026712
Can you solve the rebel supplies riddle? - Alex Gendler,Mathematics,0.704156863,0.174022199,0.458997183,0.270675906
How high can you count on your fingers? (Spoiler: much higher than 10) - James Tanton,Mathematics,0.760427365,0.058803081,0.41467111,0.382664479
Can you solve the false positive riddle? - Alex Gendler,Mathematics,0.824829587,0.131820754,0.502234948,0.405219133
The last banana: A thought experiment in probability - Leonardo Barichello,Mathematics,0.735758944,0.050410256,0.375229328,0.314603963
Can you solve the river crossing riddle? - Lisa Winer,Mathematics,0.739878622,0.138485802,0.459499357,0.358936438
A brief history of numerical systems - Alessandra King,Mathematics,0.658888822,0.175829512,0.4966598,0.288998243
Can you solve the time traveling car riddle? - Dan Finkel,Mathematics,0.732575593,0.101218848,0.423459731,0.174301382
The greatest mathematician that never lived - Pratik Aghor,Mathematics,0.706495267,0.075722654,0.38083175,0.206161215
Can you solve the killer robo-ants riddle? - Dan Finkel,Mathematics,0.761359256,0.194555791,0.521444513,0.486435192
How to find area and perimeter,Mathematics,0.743356392,0.143736379,0.472696175,0.409740909
Can you solve the time travel riddle? - Dan Finkel,Mathematics,0.782639682,0.060555556,0.364345126,0.159662071
A mathematical fable,Mathematics,0.633541474,0.222222222,0.529791001,0.334816645
The paradox at the heart of mathematics: G??del's Incompleteness Theorem - Marcus du Sautoy,Mathematics,0.672858554,0.199437018,0.485195265,0.429164394
The limit does not exist,Mathematics,0.736644453,0.076022907,0.393339597,0.02405453
Einstein's twin paradox explained - Amber Stuver,Mathematics,0.683574793,0.056532594,0.398913433,0.249479694
Can you solve the stolen rubies riddle? - Dennis Shasha,Mathematics,0.79421527,0.084788997,0.39131447,0.229937078
Can you solve the giant iron riddle? - Alex Gendler,Mathematics,0.818888108,0.08422619,0.567830756,0.414239027
